company,ticker,date,metric_id,value,unit,period,source_type,raw_text,confidence,section,is_trap,disposition,disposition_reason,split
Samsara Inc.,IOT,2021-12-06,cm_large_customers_period_end,390,other,2019-03-01 to 2020-02-01,text,390,LOW,cover,False,ACCEPT,,tuning
Samsara Inc.,IOT,2021-12-06,cm_large_customers_period_end,715,other,2019-03-01 to 2020-02-01,text,715,LOW,cover,False,ACCEPT,,tuning
Samsara Inc.,IOT,2021-12-06,cm_arr,$92,other,other,chart,ARR (in millions)$92,LOW,unknown,False,EDIT,wrong metric,tuning
Samsara Inc.,IOT,2021-12-06,cm_arr,$122,other,other,chart,ARR (in millions)$122,LOW,unknown,False,EDIT,,tuning
Samsara Inc.,IOT,2021-12-06,cm_arr,$153,other,other,chart,ARR (in millions)$153,LOW,unknown,False,EDIT,,tuning
Samsara Inc.,IOT,2021-12-06,cm_arr,$194,other,other,chart,ARR (in millions)$194,LOW,unknown,False,EDIT,,tuning
Samsara Inc.,IOT,2021-12-06,cm_arr,$222,other,other,chart,ARR (in millions)$222,LOW,unknown,False,EDIT,,tuning
Samsara Inc.,IOT,2021-12-06,cm_arr,$293,other,other,chart,ARR (in millions)$293,LOW,unknown,False,EDIT,,tuning
Samsara Inc.,IOT,2021-12-06,cm_arr,$341,other,other,chart,ARR (in millions)$341,LOW,unknown,False,EDIT,,tuning
Samsara Inc.,IOT,2021-12-06,cm_arr,$382,other,other,chart,ARR (in millions)$382,LOW,unknown,False,EDIT,,tuning
Samsara Inc.,IOT,2021-12-06,cm_arr,$437,other,other,chart,ARR (in millions)$437,LOW,unknown,False,EDIT,,tuning
Samsara Inc.,IOT,2021-12-06,cm_arr,$493,other,other,chart,ARR (in millions)$493,LOW,unknown,False,EDIT,,tuning
Samsara Inc.,IOT,2021-12-06,cm_customers_period_end,"10,000",count,2020-02-01,text,"10,000",MEDIUM,mda,False,ACCEPT,,tuning
Samsara Inc.,IOT,2021-12-06,cm_customers_period_end,"25,000",count,2020-02-01,text,"25,000",MEDIUM,mda,False,ACCEPT,,tuning
Samsara Inc.,IOT,2021-12-06,cm_customer_retention_rate,115%,percent,2021-10-30,text,115%,MEDIUM,mda,False,ACCEPT,,tuning
Samsara Inc.,IOT,2021-12-06,cm_net_revenue_retention,125%,percent,2021-10-30,text,125%,MEDIUM,mda,False,ACCEPT,,tuning
Samsara Inc.,IOT,2021-12-06,cm_revenue_concentration,44%,percent,2021-10-30,text,44%,MEDIUM,mda,False,EDIT,"""approximately 44% of our ARR came from customers representing over $100,000 in ARR"", indicating this is revenue concentration",tuning
Samsara Inc.,IOT,2021-12-06,cm_arr,"194,366",other,2019-03-01 to 2020-02-01,html_table,"194,366",HIGH,unknown,False,ACCEPT,,tuning
Samsara Inc.,IOT,2021-12-06,cm_arr,"341,198",other,2020-02-01 to 2021-01-30,html_table,"341,198",HIGH,unknown,False,ACCEPT,,tuning
Samsara Inc.,IOT,2021-12-06,cm_arr,"293,052",other,2020-02-01 to 2020-10-31,html_table,"293,052",HIGH,unknown,False,ACCEPT,,tuning
Samsara Inc.,IOT,2021-12-06,cm_arr,"492,838",other,2021-02-01 to 2021-10-30,html_table,"492,838",HIGH,unknown,False,ACCEPT,,tuning
Samsara Inc.,IOT,2021-12-06,cm_revenue_concentration,255,other,other,chart,"Number of Customers Over $100,000 in ARR255",LOW,unknown,False,EDIT,,tuning
Samsara Inc.,IOT,2021-12-06,cm_revenue_concentration,452,other,other,chart,"Number of Customers Over $100,000 in ARR452",LOW,unknown,False,EDIT,,tuning
Samsara Inc.,IOT,2021-12-06,cm_revenue_concentration,390,other,other,chart,"Number of Customers Over $100,000 in ARR390",LOW,unknown,False,EDIT,,tuning
Samsara Inc.,IOT,2021-12-06,cm_revenue_concentration,715,other,other,chart,"Number of Customers Over $100,000 in ARR715",LOW,unknown,False,EDIT,,tuning
Samsara Inc.,IOT,2021-12-06,cm_large_customers_period_end,92,other,other,chart,"Number of Customers Over $100,000 in ARR92",LOW,unknown,False,EDIT,,tuning
Samsara Inc.,IOT,2021-12-06,cm_large_customers_period_end,128,other,other,chart,"Number of Customers Over $100,000 in ARR128",LOW,unknown,False,EDIT,,tuning
Samsara Inc.,IOT,2021-12-06,cm_large_customers_period_end,190,other,other,chart,"Number of Customers Over $100,000 in ARR190",LOW,unknown,False,EDIT,,tuning
Samsara Inc.,IOT,2021-12-06,cm_large_customers_period_end,285,other,other,chart,"Number of Customers Over $100,000 in ARR285",LOW,unknown,False,EDIT,,tuning
Samsara Inc.,IOT,2021-12-06,cm_large_customers_period_end,326,other,other,chart,"Number of Customers Over $100,000 in ARR326",LOW,unknown,False,EDIT,,tuning
Samsara Inc.,IOT,2021-12-06,cm_large_customers_period_end,518,other,other,chart,"Number of Customers Over $100,000 in ARR518",LOW,unknown,False,EDIT,,tuning
Samsara Inc.,IOT,2021-12-06,cm_large_customers_period_end,615,other,other,chart,"Number of Customers Over $100,000 in ARR615",LOW,unknown,False,EDIT,,tuning
Samsara Inc.,IOT,2021-12-06,cm_arr,"92,036",other,2019-03-01 to 2019-05-04,html_table,"92,036",MEDIUM,unknown,False,ACCEPT,,tuning
Samsara Inc.,IOT,2021-12-06,cm_arr,"122,010",other,2019-06-01 to 2019-08-03,html_table,"122,010",MEDIUM,unknown,False,ACCEPT,,tuning
Samsara Inc.,IOT,2021-12-06,cm_arr,"153,418",other,2019-09-01 to 2019-11-02,html_table,"153,418",MEDIUM,unknown,False,ACCEPT,,tuning
Samsara Inc.,IOT,2021-12-06,cm_arr,"221,705",other,2020-03-01 to 2020-05-02,html_table,"221,705",MEDIUM,unknown,False,ACCEPT,,tuning
Samsara Inc.,IOT,2021-12-06,cm_arr,"252,826",other,2020-06-01 to 2020-08-01,html_table,"252,826",MEDIUM,unknown,False,ACCEPT,,tuning
Samsara Inc.,IOT,2021-12-06,cm_arr,"382,102",other,2021-03-01 to 2021-05-01,html_table,"382,102",MEDIUM,unknown,False,ACCEPT,,tuning
Samsara Inc.,IOT,2021-12-06,cm_arr,"436,889",other,2021-05-01 to 2021-07-31,html_table,"436,889",MEDIUM,unknown,False,ACCEPT,,tuning
Kingsoft Cloud Holdings Ltd,KC,2020-09-23,cm_net_revenue_retention,161,percent,2020-01-01 to 2020-06-30,html_table,161,LOW,unknown,False,ACCEPT,,tuning
Kingsoft Cloud Holdings Ltd,KC,2020-09-23,cm_net_revenue_retention,155,percent,2020-01-01 to 2020-06-30,html_table,155,LOW,unknown,False,ACCEPT,,tuning
Kingsoft Cloud Holdings Ltd,KC,2020-09-23,cm_customers_period_end,112,count,2017-12-31,html_table,112,LOW,cover,False,EDIT,"comes from row ""Number of Public Could Service Premium Customers"" in table",tuning
Kingsoft Cloud Holdings Ltd,KC,2020-09-23,cm_customers_period_end,139,count,2018-12-31,html_table,139,LOW,cover,False,EDIT,,tuning
Kingsoft Cloud Holdings Ltd,KC,2020-09-23,cm_customers_period_end,175,count,2019-12-31,html_table,175,LOW,cover,False,EDIT,"wrong row of table - this is number of customers, not NRR",tuning
Kingsoft Cloud Holdings Ltd,KC,2020-09-23,cm_net_revenue_retention,182,percent,other,html_table,182,LOW,unknown,False,ACCEPT,,tuning
Kingsoft Cloud Holdings Ltd,KC,2020-09-23,cm_customers_period_end,243,count,2019-12-31,html_table,43,LOW,cover,False,EDIT,read only part of the number. failed to identify as part of table. associated with wrong metric because metric name is on the row in which this value appears,tuning
Kingsoft Cloud Holdings Ltd,KC,2020-09-23,cm_customers_period_end,251,count,2020-06-30,html_table,251,LOW,cover,False,EDIT,failed to identify as part of table. read metric name from wrong row,tuning
Kingsoft Cloud Holdings Ltd,KC,2020-09-23,cm_revenue_per_customer,10.3,currency,2017-12-31,html_table,10.3,LOW,cover,False,EDIT,failed to identify as part of table. associated with wrong metric. failed to find period (column of the table),tuning
Kingsoft Cloud Holdings Ltd,KC,2020-09-23,cm_revenue_per_customer,13.7,currency,2019-12-31,html_table,13.7,LOW,cover,False,EDIT,"failed to identify as part of table. wrong metric. currency, not percent.",tuning
Kingsoft Cloud Holdings Ltd,KC,2020-09-23,cm_revenue_per_customer,15.9,currency,2019-12-31,html_table,15.9,LOW,cover,False,EDIT,failed to identify table. wrong metric. failed to identify period (column),tuning
Kingsoft Cloud Holdings Ltd,KC,2020-09-23,cm_revenue_per_customer,9.3,currency,2019-06-30,html_table,9.3,LOW,cover,False,EDIT,,tuning
Kingsoft Cloud Holdings Ltd,KC,2020-09-23,cm_revenue_per_customer,11.5,currency,2020-06-30,html_table,11.5,LOW,cover,False,EDIT,,tuning
Kingsoft Cloud Holdings Ltd,KC,2020-09-23,cm_revenue_concentration,27%,percent,2020-01-01 to 2020-06-30,text,27%,MEDIUM,cover,False,ACCEPT,,tuning
Kingsoft Cloud Holdings Ltd,KC,2020-09-23,cm_revenue_concentration,19%,percent,2020-01-01 to 2020-06-30,text,19%,MEDIUM,cover,False,ACCEPT,,tuning
Kingsoft Cloud Holdings Ltd,KC,2020-09-23,cm_revenue_concentration,10%,percent,2020-01-01 to 2020-06-30,text,10%,MEDIUM,cover,False,ACCEPT,,tuning
Kingsoft Cloud Holdings Ltd,KC,2020-09-23,cm_revenue_concentration,25%,percent,2020-01-01 to 2020-06-30,text,25%,MEDIUM,cover,False,ACCEPT,,tuning
Kingsoft Cloud Holdings Ltd,KC,2020-09-23,cm_revenue_concentration,98.3%,percent,2019-01-01 to 2019-06-30,text,98,LOW,mda,False,EDIT,captured only part of the number. got the unit wrong. wrong metric.,tuning
"Meta Platforms, Inc.",META,2026-01-28,cm_daily_active_users,3.58 billion,count,other,presentation,3.58 billion,LOW,cover,False,ACCEPT,,tuning
"PayPal Holdings, Inc.",PYPL,2025-10-28,cm_active_customers_total,438 million,count,other,presentation,438 million,LOW,cover,False,ACCEPT,,tuning
"PayPal Holdings, Inc.",PYPL,2025-10-28,cm_active_customers_total,438,other,other,presentation,438,LOW,unknown,False,ACCEPT,,tuning
"PayPal Holdings, Inc.",PYPL,2026-02-03,cm_active_customers_total,439 million,count,other,presentation,439 million,LOW,cover,False,ACCEPT,,tuning
"PayPal Holdings, Inc.",PYPL,2026-02-03,cm_active_customers_total,439,other,other,presentation,439,LOW,unknown,False,ACCEPT,,tuning
"Tenable Holdings, Inc.",TENB,2018-07-24,cm_large_customers_period_end,"3,100",count,2016-12-31,text,"3,100",LOW,cover,False,EDIT,"""enterprise platform customers...for an annual amount of $5,000 or greater""",tuning
"Tenable Holdings, Inc.",TENB,2018-07-24,cm_large_customers_period_end,"4,400",count,2016-12-31,text,"4,400",LOW,cover,False,EDIT,,tuning
"Tenable Holdings, Inc.",TENB,2018-07-24,cm_new_customers_acquired,217,other,2017-04-01 to 2017-06-30,text,217,LOW,cover,False,ACCEPT,,tuning
"Tenable Holdings, Inc.",TENB,2018-07-24,cm_new_customers_acquired,282,other,2017-04-01 to 2017-06-30,text,282,LOW,cover,False,ACCEPT,,tuning
"Tenable Holdings, Inc.",TENB,2018-07-24,cm_revenue_concentration,42%,percent,2017-01-01 to 2017-03-31,text,42%,MEDIUM,financials,False,ACCEPT,,tuning
"Tenable Holdings, Inc.",TENB,2018-07-24,cm_revenue_concentration,45%,percent,2017-01-01 to 2017-03-31,text,45%,MEDIUM,financials,False,ACCEPT,,tuning
"Tenable Holdings, Inc.",TENB,2018-07-24,cm_revenue_concentration,41%,percent,2017-01-01 to 2017-03-31,text,41%,MEDIUM,financials,False,ACCEPT,,tuning
"Tenable Holdings, Inc.",TENB,2018-07-24,cm_revenue_concentration,2%,percent,2017-01-01 to 2017-03-31,text,2%,MEDIUM,mda,False,ACCEPT,,tuning
"Tenable Holdings, Inc.",TENB,2018-07-24,cm_revenue_by_cohort,45%,percent,other,text,45%,LOW,mda,False,ACCEPT,,tuning
"Tenable Holdings, Inc.",TENB,2018-07-24,cm_revenue_by_cohort,68%,percent,other,text,68%,LOW,mda,False,ACCEPT,,tuning
