company,ticker,date,metric_id,value,unit,period,source_type,raw_text,confidence,section,is_trap,disposition,disposition_reason,split
"Robinhood Markets, Inc.",HOOD,10/8/21,cm_monthly_active_users,21.3 million,count,other,text,21.3 million,LOW,mda,FALSE,ACCEPT,,test
"Robinhood Markets, Inc.",HOOD,10/8/21,cm_monthly_active_users,10.2 million,count,other,text,10.2 million,LOW,mda,FALSE,ACCEPT,,test
"Robinhood Markets, Inc.",HOOD,10/8/21,cm_customer_acquisition_cost,$53 ,currency,2019-01-01 to 2019-12-31,text,$53 ,MEDIUM,mda,FALSE,ACCEPT,,test
"Robinhood Markets, Inc.",HOOD,10/8/21,cm_customer_acquisition_cost,$20 ,currency,2019-01-01 to 2019-12-31,text,$20 ,MEDIUM,mda,FALSE,ACCEPT,,test
"Robinhood Markets, Inc.",HOOD,10/8/21,cm_balance_by_cohort,"$1,731 ",currency,other,chart,"Cumulative Net Deposits by Annual Cohort ($mm)$1,731",LOW,unknown,FALSE,EDIT,Need new metric: cm_balance_by_cohort,test
"Robinhood Markets, Inc.",HOOD,10/8/21,cm_balance_by_cohort,"$3,112 ",currency,other,chart,"Cumulative Net Deposits by Annual Cohort ($mm)$3,112",LOW,unknown,FALSE,EDIT,Need new metric: cm_balance_by_cohort,test
"Robinhood Markets, Inc.",HOOD,10/8/21,cm_balance_by_cohort,"$3,496 ",currency,other,chart,"Cumulative Net Deposits by Annual Cohort ($mm)$3,496",LOW,unknown,FALSE,EDIT,Need new metric: cm_balance_by_cohort,test
"Robinhood Markets, Inc.",HOOD,10/8/21,cm_balance_by_cohort,"$3,239 ",currency,other,chart,"Cumulative Net Deposits by Annual Cohort ($mm)$3,239",LOW,unknown,FALSE,EDIT,Need new metric: cm_balance_by_cohort,test
"Robinhood Markets, Inc.",HOOD,10/8/21,cm_balance_by_cohort,"$4,411 ",currency,other,chart,"Cumulative Net Deposits by Annual Cohort ($mm)$4,411",LOW,unknown,FALSE,EDIT,Need new metric: cm_balance_by_cohort,test
"Robinhood Markets, Inc.",HOOD,10/8/21,cm_balance_by_cohort,"$2,466 ",currency,other,chart,"Cumulative Net Deposits by Annual Cohort ($mm)$2,466",LOW,unknown,FALSE,EDIT,Need new metric: cm_balance_by_cohort,test
"Robinhood Markets, Inc.",HOOD,10/8/21,cm_balance_by_cohort,"$8,487 ",currency,other,chart,"Cumulative Net Deposits by Annual Cohort ($mm)$8,487",LOW,unknown,FALSE,EDIT,Need new metric: cm_balance_by_cohort,test
"Robinhood Markets, Inc.",HOOD,10/8/21,cm_balance_by_cohort,"$6,703 ",currency,other,chart,"Cumulative Net Deposits by Annual Cohort ($mm)$6,703",LOW,unknown,FALSE,EDIT,Need new metric: cm_balance_by_cohort,test
"Robinhood Markets, Inc.",HOOD,10/8/21,cm_balance_by_cohort,"$18,019 ",currency,other,chart,"Cumulative Net Deposits by Annual Cohort ($mm)$18,019",LOW,unknown,FALSE,EDIT,Need new metric: cm_balance_by_cohort,test
"Robinhood Markets, Inc.",HOOD,10/8/21,cm_revenue_by_cohort,$17 ,currency,2017-01-01 to 2017-12-31,chart,Annual Revenue by Annual Cohort ($mm)$17,LOW,unknown,FALSE,EDIT,,test
"Robinhood Markets, Inc.",HOOD,10/8/21,cm_revenue_by_cohort,$62 ,currency,other,chart,Annual Revenue by Annual Cohort ($mm)$62,LOW,unknown,FALSE,ACCEPT,,test
"Robinhood Markets, Inc.",HOOD,10/8/21,cm_revenue_by_cohort,$44 ,currency,other,chart,Annual Revenue by Annual Cohort ($mm)$44,LOW,unknown,FALSE,ACCEPT,,test
"Robinhood Markets, Inc.",HOOD,10/8/21,cm_revenue_by_cohort,$56 ,currency,other,chart,Annual Revenue by Annual Cohort ($mm)$56,LOW,unknown,FALSE,ACCEPT,,test
"Robinhood Markets, Inc.",HOOD,10/8/21,cm_revenue_by_cohort,$87 ,currency,other,chart,Annual Revenue by Annual Cohort ($mm)$87,LOW,unknown,FALSE,ACCEPT,,test
"Robinhood Markets, Inc.",HOOD,10/8/21,cm_revenue_by_cohort,$45 ,currency,other,chart,Annual Revenue by Annual Cohort ($mm)$45,LOW,unknown,FALSE,ACCEPT,,test
"Robinhood Markets, Inc.",HOOD,10/8/21,cm_revenue_by_cohort,$130 ,currency,other,chart,Annual Revenue by Annual Cohort ($mm)$130,LOW,unknown,FALSE,ACCEPT,,test
"Robinhood Markets, Inc.",HOOD,10/8/21,cm_revenue_by_cohort,$186 ,currency,other,chart,Annual Revenue by Annual Cohort ($mm)$186,LOW,unknown,FALSE,ACCEPT,,test
"Robinhood Markets, Inc.",HOOD,10/8/21,cm_revenue_by_cohort,$175 ,currency,other,chart,Annual Revenue by Annual Cohort ($mm)$175,LOW,unknown,FALSE,ACCEPT,,test
"Robinhood Markets, Inc.",HOOD,10/8/21,cm_revenue_by_cohort,$326 ,currency,other,chart,Annual Revenue by Annual Cohort ($mm)$326,LOW,unknown,FALSE,ACCEPT,,test
Samsara Inc.,IOT,2021-12-06,cm_customers_period_end,"13,000",count,2021-10-30,text,"13,000",LOW,cover,False,EDIT,"wrong metric captured. ""Core Customers"" is the label on this value",tuning
Samsara Inc.,IOT,2021-12-06,cm_large_customers_period_end,700,other,2021-10-30,text,700,LOW,cover,False,EDIT,"this is labeled ""customers with ARR > $100K"", indicating that it's a count of large customers",tuning
Samsara Inc.,IOT,2021-12-06,cm_large_customers_period_end,255,other,2019-03-01 to 2020-02-01,text,255,LOW,cover,False,ACCEPT,,tuning
Samsara Inc.,IOT,2021-12-06,cm_large_customers_period_end,452,other,2019-03-01 to 2020-02-01,text,452,LOW,cover,False,ACCEPT,,tuning
Samsara Inc.,IOT,2021-12-06,cm_large_customers_period_end,390,other,2019-03-01 to 2020-02-01,text,390,LOW,cover,False,ACCEPT,,tuning
Samsara Inc.,IOT,2021-12-06,cm_large_customers_period_end,715,other,2019-03-01 to 2020-02-01,text,715,LOW,cover,False,ACCEPT,,tuning
Samsara Inc.,IOT,2021-12-06,cm_customers_period_end,"10,000",count,2020-02-01,text,"10,000",MEDIUM,mda,False,ACCEPT,,tuning
Samsara Inc.,IOT,2021-12-06,cm_customers_period_end,"25,000",count,2020-02-01,text,"25,000",MEDIUM,mda,False,ACCEPT,,tuning
Samsara Inc.,IOT,2021-12-06,cm_net_revenue_retention,115%,percent,2021-10-30,text,115%,MEDIUM,mda,False,ACCEPT,,tuning
Samsara Inc.,IOT,2021-12-06,cm_net_revenue_retention,125%,percent,2021-10-30,text,125%,MEDIUM,mda,False,ACCEPT,,tuning
Samsara Inc.,IOT,2021-12-06,cm_revenue_concentration,44%,percent,2021-10-30,text,44%,MEDIUM,mda,False,EDIT,"""approximately 44% of our ARR came from customers representing over $100,000 in ARR"", indicating this is revenue concentration",tuning
Samsara Inc.,IOT,2021-12-06,cm_revenue_concentration,255,other,other,chart,"Number of Customers Over $100,000 in ARR255",LOW,unknown,False,EDIT,,tuning
Samsara Inc.,IOT,2021-12-06,cm_revenue_concentration,452,other,other,chart,"Number of Customers Over $100,000 in ARR452",LOW,unknown,False,EDIT,,tuning
Samsara Inc.,IOT,2021-12-06,cm_revenue_concentration,390,other,other,chart,"Number of Customers Over $100,000 in ARR390",LOW,unknown,False,EDIT,,tuning
Samsara Inc.,IOT,2021-12-06,cm_revenue_concentration,715,other,other,chart,"Number of Customers Over $100,000 in ARR715",LOW,unknown,False,EDIT,,tuning
Samsara Inc.,IOT,2021-12-06,cm_large_customers_period_end,92,other,other,chart,"Number of Customers Over $100,000 in ARR92",LOW,unknown,False,EDIT,,tuning
Samsara Inc.,IOT,2021-12-06,cm_large_customers_period_end,128,other,other,chart,"Number of Customers Over $100,000 in ARR128",LOW,unknown,False,EDIT,,tuning
Samsara Inc.,IOT,2021-12-06,cm_large_customers_period_end,190,other,other,chart,"Number of Customers Over $100,000 in ARR190",LOW,unknown,False,EDIT,,tuning
Samsara Inc.,IOT,2021-12-06,cm_large_customers_period_end,285,other,other,chart,"Number of Customers Over $100,000 in ARR285",LOW,unknown,False,EDIT,,tuning
Samsara Inc.,IOT,2021-12-06,cm_large_customers_period_end,326,other,other,chart,"Number of Customers Over $100,000 in ARR326",LOW,unknown,False,EDIT,,tuning
Samsara Inc.,IOT,2021-12-06,cm_large_customers_period_end,518,other,other,chart,"Number of Customers Over $100,000 in ARR518",LOW,unknown,False,EDIT,,tuning
Samsara Inc.,IOT,2021-12-06,cm_large_customers_period_end,615,other,other,chart,"Number of Customers Over $100,000 in ARR615",LOW,unknown,False,EDIT,,tuning
Kingsoft Cloud Holdings Ltd,KC,2020-09-23,cm_net_revenue_retention,161,percent,2020-01-01 to 2020-06-30,html_table,161,LOW,unknown,False,ACCEPT,,tuning
Kingsoft Cloud Holdings Ltd,KC,2020-09-23,cm_net_revenue_retention,155,percent,2020-01-01 to 2020-06-30,html_table,155,LOW,unknown,False,ACCEPT,,tuning
Kingsoft Cloud Holdings Ltd,KC,2020-09-23,cm_customers_period_end,112,count,2017-12-31,html_table,112,LOW,cover,False,EDIT,"comes from row ""Number of Public Could Service Premium Customers"" in table",tuning
Kingsoft Cloud Holdings Ltd,KC,2020-09-23,cm_customers_period_end,139,count,2018-12-31,html_table,139,LOW,cover,False,EDIT,,tuning
Kingsoft Cloud Holdings Ltd,KC,2020-09-23,cm_customers_period_end,175,count,2019-12-31,html_table,175,LOW,cover,False,EDIT,"wrong row of table - this is number of customers, not NRR",tuning
Kingsoft Cloud Holdings Ltd,KC,2020-09-23,cm_net_revenue_retention,182,percent,other,html_table,182,LOW,unknown,False,ACCEPT,,tuning
Kingsoft Cloud Holdings Ltd,KC,2020-09-23,cm_customers_period_end,243,count,2019-12-31,html_table,43,LOW,cover,False,EDIT,read only part of the number. failed to identify as part of table. associated with wrong metric because metric name is on the row in which this value appears,tuning
Kingsoft Cloud Holdings Ltd,KC,2020-09-23,cm_customers_period_end,251,count,2020-06-30,html_table,251,LOW,cover,False,EDIT,failed to identify as part of table. read metric name from wrong row,tuning
Kingsoft Cloud Holdings Ltd,KC,2020-09-23,cm_revenue_per_customer,10.3,currency,2017-12-31,html_table,10.3,LOW,cover,False,EDIT,failed to identify as part of table. associated with wrong metric. failed to find period (column of the table),tuning
Kingsoft Cloud Holdings Ltd,KC,2020-09-23,cm_revenue_per_customer,13.7,currency,2019-12-31,html_table,13.7,LOW,cover,False,EDIT,"failed to identify as part of table. wrong metric. currency, not percent.",tuning
Kingsoft Cloud Holdings Ltd,KC,2020-09-23,cm_revenue_per_customer,15.9,currency,2019-12-31,html_table,15.9,LOW,cover,False,EDIT,failed to identify table. wrong metric. failed to identify period (column),tuning
Kingsoft Cloud Holdings Ltd,KC,2020-09-23,cm_revenue_per_customer,9.3,currency,2019-06-30,html_table,9.3,LOW,cover,False,EDIT,,tuning
Kingsoft Cloud Holdings Ltd,KC,2020-09-23,cm_revenue_per_customer,11.5,currency,2020-06-30,html_table,11.5,LOW,cover,False,EDIT,,tuning
Kingsoft Cloud Holdings Ltd,KC,2020-09-23,cm_revenue_concentration,27%,percent,2020-01-01 to 2020-06-30,text,27%,MEDIUM,cover,False,ACCEPT,,tuning
Kingsoft Cloud Holdings Ltd,KC,2020-09-23,cm_revenue_concentration,19%,percent,2020-01-01 to 2020-06-30,text,19%,MEDIUM,cover,False,ACCEPT,,tuning
Kingsoft Cloud Holdings Ltd,KC,2020-09-23,cm_revenue_concentration,10%,percent,2020-01-01 to 2020-06-30,text,10%,MEDIUM,cover,False,ACCEPT,,tuning
Kingsoft Cloud Holdings Ltd,KC,2020-09-23,cm_revenue_concentration,25%,percent,2020-01-01 to 2020-06-30,text,25%,MEDIUM,cover,False,ACCEPT,,tuning
Kingsoft Cloud Holdings Ltd,KC,2020-09-23,cm_revenue_concentration,98.3%,percent,2019-01-01 to 2019-06-30,text,98,LOW,mda,False,EDIT,captured only part of the number. got the unit wrong. wrong metric.,tuning
NETS,NETS,2017-03-21,cm_customers_period_end,5.6 million,count,2016-12-31,text,5.6 million,MEDIUM,mda,False,ACCEPT,,tuning
NETS,NETS,2017-03-21,cm_customers_period_end,4.7 million,count,2016-01-01 to 2016-12-31,text,4.7 million,LOW,cover,False,ACCEPT,,tuning
NETS,NETS,2017-03-21,cm_purchase_transactions_overall,10.3,count,2016-01-01 to 2016-12-31,text,10.3,LOW,cover,False,EDIT,"""10.3 million orders"" means transactions",tuning
NETS,NETS,2017-03-21,cm_customers_period_end,18.3 million,count,2016-12-31,text,18.3 million,MEDIUM,mda,False,ACCEPT,,tuning
NETS,NETS,2017-03-21,cm_active_customers_total,5.6 million,count,2015-12-31,html_table,5.6 million,MEDIUM,unknown,False,EDIT,"Clearly says ""active customers"" not total customers",tuning
NETS,NETS,2017-03-21,cm_active_customers_total,4.7 million,count,2015-12-31,html_table,4.7 million,MEDIUM,unknown,False,EDIT,active customers,tuning
NETS,NETS,2017-03-21,cm_repeat_purchase_rate,74.5%,percent,2016-01-01 to 2016-12-31,text,74.5%,MEDIUM,mda,False,ACCEPT,,tuning
NETS,NETS,2017-03-21,cm_repeat_purchase_rate,72.9%,percent,2016-01-01 to 2016-12-31,text,72.9%,MEDIUM,cover,False,ACCEPT,,tuning
NETS,NETS,2017-03-21,cm_purchase_transactions_overall,10.3 million,count,2016-01-01 to 2016-12-31,text,10.3 million,LOW,cover,False,ACCEPT,,tuning
NETS,NETS,2017-03-21,cm_purchase_transactions_overall,8.5 million,count,2016-01-01 to 2016-12-31,text,8.5 million,LOW,cover,False,ACCEPT,,tuning
NETS,NETS,2017-03-21,cm_purchase_transactions_overall,0.8 million,count,other,text,0.8 million,LOW,mda,False,ACCEPT,,tuning
NETS,NETS,2017-03-21,cm_purchase_transactions_overall,0.9 million,count,other,text,0.9 million,LOW,mda,False,ACCEPT,,tuning
NETS,NETS,2017-03-21,cm_purchase_transactions_overall,10.3 million,count,2015-01-01 to 2015-12-31,html_table,10.3 million,MEDIUM,unknown,False,ACCEPT,,tuning
NETS,NETS,2017-03-21,cm_purchase_transactions_overall,8.5 million,count,2015-01-01 to 2015-12-31,html_table,8.5 million,MEDIUM,unknown,False,ACCEPT,,tuning
NETS,NETS,2017-03-21,cm_purchase_transactions_overall,"6,846",count,2014-12-31,html_table,"6,846",MEDIUM,unknown,False,ACCEPT,,tuning
NETS,NETS,2017-03-21,cm_purchase_transactions_overall,"8,497",count,2015-12-31,html_table,"8,497",MEDIUM,unknown,False,ACCEPT,,tuning
NETS,NETS,2017-03-21,cm_purchase_transactions_overall,"10,268",count,2016-12-31,html_table,"10,268",MEDIUM,unknown,False,ACCEPT,,tuning
NETS,NETS,2017-03-21,cm_purchase_transactions_overall,9.4 million,count,2016-12-31,html_table,9.4 million,MEDIUM,unknown,False,ACCEPT,,tuning
NETS,NETS,2017-03-21,cm_active_customers_total,18.3 million,count,2016-12-31,text,18.3 million,LOW,cover,False,ACCEPT,,tuning
NETS,NETS,2017-03-21,cm_active_customers_total,5.6 million,count,2016-12-31,text,5.6 million,LOW,cover,False,EDIT,,tuning
NETS,NETS,2017-03-21,cm_active_customers_total,"5,562",count,2016-12-31,html_table,"5,562",MEDIUM,unknown,False,ACCEPT,,tuning
NETS,NETS,2017-03-21,cm_active_customers_total,5.1 million,count,2016-12-31,html_table,5.1 million,MEDIUM,unknown,False,ACCEPT,,tuning
NETS,NETS,2017-03-21,cm_active_customers_total,"3,753",count,2014-12-31,html_table,"3,753",MEDIUM,unknown,False,ACCEPT,,tuning
NETS,NETS,2017-03-21,cm_active_customers_total,"4,676",count,2015-12-31,html_table,"4,676",MEDIUM,unknown,False,ACCEPT,,tuning
NETS,NETS,2017-03-21,cm_active_customers_total,453 thousand,count,other,text,453 thousand,LOW,mda,False,ACCEPT,,tuning
NETS,NETS,2017-03-21,cm_purchase_transactions_overall,7.7 million,count,2015-12-31,text,7.7 million,MEDIUM,unknown,False,EDIT,"This text block (not HTML table) reference is to ""total orders placed by our customers in Brazil""",tuning
NETS,NETS,2017-03-21,cm_active_customers_total,4.3 million,count,2015-12-31,html_table,4.3 million,MEDIUM,unknown,False,ACCEPT,,tuning
NETS,NETS,2017-03-21,cm_purchase_transactions_overall,0.8 million,count,2015-12-31,text,0.8 million,MEDIUM,unknown,False,EDIT,"this text block value refers to ""total orders placed by our customers""",tuning
NETS,NETS,2017-03-21,cm_active_customers_total,413 thousand,count,2015-12-31,html_table,413 thousand,MEDIUM,unknown,False,ACCEPT,,tuning
NETS,NETS,2017-03-21,cm_average_order_value,$212.0,currency,2014-01-01 to 2014-12-31,html_table,$212.0,HIGH,unknown,False,ACCEPT,,tuning
NETS,NETS,2017-03-21,cm_average_order_value,$219.1,currency,other,html_table,$219.1,LOW,cover,False,EDIT,this is a table,tuning
NETS,NETS,2017-03-21,cm_average_order_value,$206.6,currency,other,html_table,$206.6,LOW,cover,False,EDIT,,tuning
NETS,NETS,2017-03-21,cm_average_order_value,$331.2,currency,2014-01-01 to 2014-12-31,html_table,$331.2,HIGH,unknown,False,ACCEPT,,tuning
NETS,NETS,2017-03-21,cm_average_order_value,$281.8,currency,other,text,$281.8,LOW,mda,False,ACCEPT,,tuning
NETS,NETS,2017-03-21,cm_average_order_value,$210.8,currency,2014-12-31,html_table,$210.8,HIGH,unknown,False,ACCEPT,,tuning
NETS,NETS,2017-03-21,cm_average_order_value,$63.4,currency,2016-12-31,html_table,$63.4,HIGH,unknown,False,ACCEPT,,tuning
NETS,NETS,2017-03-21,cm_average_order_value,$200.3,currency,2014-01-01 to 2014-12-31,html_table,$200.3,HIGH,unknown,False,ACCEPT,,tuning
SI,SI,2018-11-07,cm_customers_period_end,21,other,2018-07-01 to 2018-09-30,text,21,LOW,cover,False,ACCEPT,,tuning
SI,SI,2018-11-07,cm_customers_period_end,58,other,2018-07-01 to 2018-09-30,text,58,LOW,cover,False,ACCEPT,,tuning
SI,SI,2018-11-07,cm_customers_period_end,244,other,2018-07-01 to 2018-09-30,text,244,LOW,cover,False,ACCEPT,,tuning
SI,SI,2018-11-07,cm_customers_period_end,483,other,2018-07-01 to 2018-09-30,text,483,LOW,cover,False,ACCEPT,,tuning
SI,SI,2018-11-07,cm_customers_period_end,35,other,2018-09-30,text,35,LOW,cover,False,ACCEPT,,tuning
SI,SI,2018-11-07,cm_customers_period_end,339,other,2018-09-30,text,339,LOW,cover,False,ACCEPT,,tuning
SI,SI,2018-11-07,cm_customers_period_end,109,other,2018-09-30,text,109,LOW,cover,False,ACCEPT,,tuning
SI,SI,2018-11-07,cm_customers_period_end,483 Digital Currency Customers,count,other,chart,483 Digital Currency Customers,LOW,unknown,False,ACCEPT,,tuning
SI,SI,2018-11-07,cm_customers_period_end,21 customers $29 million in deposits,count,other,chart,21 customers $29 million in deposits,LOW,unknown,False,ACCEPT,,tuning
Snowflake Inc.,SNOW,2020-09-14,cm_net_revenue_retention,158,percent,2020-05-01 to 2020-07-31,html_table,158,HIGH,unknown,False,ACCEPT,,tuning
Snowflake Inc.,SNOW,2020-09-14,cm_net_revenue_retention,180,percent,2018-11-01 to 2019-01-31,html_table,180,HIGH,unknown,False,ACCEPT,,tuning
Snowflake Inc.,SNOW,2020-09-14,cm_net_revenue_retention,169,percent,2019-02-01 to 2020-01-31,html_table,169,MEDIUM,unknown,False,ACCEPT,,tuning
Snowflake Inc.,SNOW,2020-09-14,cm_net_revenue_retention,223,percent,2019-05-01 to 2019-07-31,html_table,223,HIGH,unknown,False,ACCEPT,,tuning
Snowflake Inc.,SNOW,2020-09-14,cm_net_revenue_retention,158 %,percent,2018-08-01 to 2019-07-31,table,158 %,MEDIUM,cover,False,EDIT,misclassified as text,tuning
Snowflake Inc.,SNOW,2020-09-14,cm_net_revenue_retention,150%,percent,2019-01-31,text,150%,MEDIUM,mda,False,ACCEPT,,tuning
Snowflake Inc.,SNOW,2020-09-14,cm_net_revenue_retention,165,percent,2018-08-01 to 2018-10-31,html_table,165,HIGH,unknown,False,ACCEPT,,tuning
Snowflake Inc.,SNOW,2020-09-14,cm_net_revenue_retention,187,percent,2019-02-01 to 2019-04-30,html_table,187,HIGH,unknown,False,ACCEPT,,tuning
Snowflake Inc.,SNOW,2020-09-14,cm_net_revenue_retention,189,percent,2019-08-01 to 2019-10-31,html_table,189,HIGH,unknown,False,ACCEPT,,tuning
Snowflake Inc.,SNOW,2020-09-14,cm_net_revenue_retention,171,percent,2020-02-01 to 2020-04-30,html_table,171,HIGH,unknown,False,ACCEPT,,tuning
Snowflake Inc.,SNOW,2020-09-14,cm_revenue_concentration,4%,percent,2020-02-01 to 2020-07-31,text,4%,MEDIUM,mda,False,ACCEPT,,tuning
Snowflake Inc.,SNOW,2020-09-14,cm_revenue_concentration,26%,percent,2020-02-01 to 2020-07-31,text,26%,MEDIUM,mda,False,ACCEPT,,tuning
Snowflake Inc.,SNOW,2020-09-14,cm_revenue_concentration,46%,percent,2020-01-01 to 2020-07-31,text,46%,MEDIUM,mda,False,ACCEPT,,tuning
Snowflake Inc.,SNOW,2020-09-14,cm_revenue_concentration,47%,percent,2020-01-01 to 2020-07-31,text,47%,MEDIUM,mda,False,ACCEPT,,tuning
Snowflake Inc.,SNOW,2020-09-14,cm_customers_period_end,"3,117",count,2020-05-01 to 2020-07-31,html_table,"3,117",HIGH,unknown,False,ACCEPT,,tuning
Snowflake Inc.,SNOW,2020-09-14,cm_customers_period_end,"2,392",count,2020-07-31,html_table,"2,392",MEDIUM,unknown,False,ACCEPT,,tuning
Snowflake Inc.,SNOW,2020-09-14,cm_customers_period_end,"1,547",count,2019-05-01 to 2019-07-31,html_table,"1,547",HIGH,unknown,False,ACCEPT,,tuning
Snowflake Inc.,SNOW,2020-09-14,cm_customers_period_end,"1,194",count,2019-02-01 to 2019-04-30,html_table,"1,194",HIGH,unknown,False,ACCEPT,,tuning
Snowflake Inc.,SNOW,2020-09-14,cm_customers_period_end,"1,934",count,2019-08-01 to 2019-10-31,html_table,"1,934",HIGH,unknown,False,ACCEPT,,tuning
Snowflake Inc.,SNOW,2020-09-14,cm_customers_period_end,"2,720",count,2020-02-01 to 2020-04-30,html_table,"2,720",HIGH,unknown,False,ACCEPT,,tuning
Snowflake Inc.,SNOW,2020-09-14,cm_customers_period_end,948,other,2020-07-31,text,948,MEDIUM,mda,False,ACCEPT,,tuning
Snowflake Inc.,SNOW,2020-09-14,cm_customers_period_end,702,other,2018-08-01 to 2018-10-31,html_table,702,HIGH,unknown,False,ACCEPT,,tuning
Snowflake Inc.,SNOW,2020-09-14,cm_large_customers_period_end,22,other,2019-07-31,html_table,22,LOW,unknown,False,ACCEPT,,tuning
Snowflake Inc.,SNOW,2020-09-14,cm_large_customers_period_end,56,other,2019-07-31,text,56,MEDIUM,mda,False,ACCEPT,,tuning
Snowflake Inc.,SNOW,2020-09-14,cm_large_customers_period_end,41,other,other,html_table,41,LOW,unknown,False,ACCEPT,,tuning
Snowflake Inc.,SNOW,2020-09-14,cm_large_customers_period_end,14,other,2018-08-01 to 2018-10-31,html_table,14,MEDIUM,unknown,False,ACCEPT,,tuning
Snowflake Inc.,SNOW,2020-09-14,cm_large_customers_period_end,16,other,2019-02-01 to 2019-04-30,html_table,16,MEDIUM,unknown,False,ACCEPT,,tuning
Snowflake Inc.,SNOW,2020-09-14,cm_large_customers_period_end,31,other,2019-08-01 to 2019-10-31,html_table,31,MEDIUM,unknown,False,ACCEPT,,tuning
Snowflake Inc.,SNOW,2020-09-14,cm_large_customers_period_end,48,other,2020-02-01 to 2020-04-30,html_table,48,MEDIUM,unknown,False,ACCEPT,,tuning
Snowflake Inc.,SNOW,2020-09-14,cm_net_revenue_retention,158%,percent,2020-02-01 to 2020-07-31,text,158%,MEDIUM,mda,False,EDIT,,tuning
Snowflake Inc.,SNOW,2020-09-14,cm_revenue_by_cohort,94%,percent,2020-02-01 to 2020-07-31,text,94%,MEDIUM,mda,False,ACCEPT,,tuning
Snowflake Inc.,SNOW,2020-09-14,cm_revenue_by_cohort,3%,percent,2020-02-01 to 2020-07-31,text,3%,MEDIUM,mda,False,ACCEPT,,tuning
Snowflake Inc.,SNOW,2020-09-14,cm_revenue_by_cohort,84%,percent,2019-02-01 to 2020-01-31,text,84%,MEDIUM,mda,False,ACCEPT,,tuning
Snowflake Inc.,SNOW,2020-09-14,cm_revenue_by_cohort,12%,percent,2019-02-01 to 2020-01-31,text,12%,MEDIUM,mda,False,ACCEPT,,tuning
Snowflake Inc.,SNOW,2020-09-14,cm_net_revenue_retention,169%,percent,2019-02-01 to 2020-01-31,text,169%,MEDIUM,mda,False,EDIT,,tuning
Snowflake Inc.,SNOW,2020-09-14,cm_new_customers_acquired,"1,400",count,2019-02-01 to 2020-01-31,text,"1,400",MEDIUM,mda,False,ACCEPT,,tuning
"Tenable Holdings, Inc.",TENB,2018-07-24,cm_large_customers_period_end,"3,100",count,2016-12-31,text,"3,100",LOW,cover,False,EDIT,"""enterprise platform customers...for an annual amount of $5,000 or greater""",tuning
"Tenable Holdings, Inc.",TENB,2018-07-24,cm_large_customers_period_end,"4,400",count,2016-12-31,text,"4,400",LOW,cover,False,EDIT,,tuning
"Tenable Holdings, Inc.",TENB,2018-07-24,cm_new_customers_acquired,217,other,2017-04-01 to 2017-06-30,text,217,LOW,cover,False,ACCEPT,,tuning
"Tenable Holdings, Inc.",TENB,2018-07-24,cm_new_customers_acquired,282,other,2017-04-01 to 2017-06-30,text,282,LOW,cover,False,ACCEPT,,tuning
"Tenable Holdings, Inc.",TENB,2018-07-24,cm_revenue_concentration,42%,percent,2017-01-01 to 2017-03-31,text,42%,MEDIUM,financials,False,ACCEPT,,tuning
"Tenable Holdings, Inc.",TENB,2018-07-24,cm_revenue_concentration,45%,percent,2017-01-01 to 2017-03-31,text,45%,MEDIUM,financials,False,ACCEPT,,tuning
"Tenable Holdings, Inc.",TENB,2018-07-24,cm_revenue_concentration,41%,percent,2017-01-01 to 2017-03-31,text,41%,MEDIUM,financials,False,ACCEPT,,tuning
"Tenable Holdings, Inc.",TENB,2018-07-24,cm_revenue_concentration,2%,percent,2017-01-01 to 2017-03-31,text,2%,MEDIUM,mda,False,ACCEPT,,tuning
"Tenable Holdings, Inc.",TENB,2018-07-24,cm_revenue_by_cohort,45%,percent,other,text,45%,LOW,mda,False,ACCEPT,,tuning
"Tenable Holdings, Inc.",TENB,2018-07-24,cm_revenue_by_cohort,68%,percent,other,text,68%,LOW,mda,False,ACCEPT,,tuning
