Document URL,Company,Standard Metric Name,New standard metric?,Name in the text,Raw value,Scaled value,Scale/unit,Period,Definition,Quote/context,segment_type,is_definition_only,value_context,detection_difficulty,period_start,period_end,duplicate_group
https://www.sec.gov/Archives/edgar/data/1642896/000119312521348620/,Samsara Inc.,cm_large_customers_period_end,,,452,452,count,,,"<figure><figcaption>Number of Customers Over $100,000 in ARR</figcaption><mark>452</mark></figure>",chart,,,,,,
https://www.sec.gov/Archives/edgar/data/1642896/000119312521348620/,Samsara Inc.,cm_large_customers_period_end,,,190,190,count,,,"<figure><figcaption>Number of Customers Over $100,000 in ARR</figcaption><mark>190</mark></figure>",chart,,,,,,
https://www.sec.gov/Archives/edgar/data/1642896/000119312521348620/,Samsara Inc.,cm_large_customers_period_end,,,285,285,count,,,"<figure><figcaption>Number of Customers Over $100,000 in ARR</figcaption><mark>285</mark></figure>",chart,,,,,,
https://www.sec.gov/Archives/edgar/data/1642896/000119312521348620/,Samsara Inc.,cm_large_customers_period_end,,,326,326,count,,,"<figure><figcaption>Number of Customers Over $100,000 in ARR</figcaption><mark>326</mark></figure>",chart,,,,,,
https://www.sec.gov/Archives/edgar/data/1642896/000119312521348620/,Samsara Inc.,cm_large_customers_period_end,,,518,518,count,,,"<figure><figcaption>Number of Customers Over $100,000 in ARR</figcaption><mark>518</mark></figure>",chart,,,,,,
https://www.sec.gov/Archives/edgar/data/1642896/000119312521348620/,Samsara Inc.,cm_large_customers_period_end,,,615,615,count,,,"<figure><figcaption>Number of Customers Over $100,000 in ARR</figcaption><mark>615</mark></figure>",chart,,,,,,
https://www.sec.gov/Archives/edgar/data/1642896/000119312521348620/,Samsara Inc.,cm_large_customers_period_end,,,255,255,count,,,"<figure><figcaption>Number of Customers Over $100,000 in ARR</figcaption><mark>255</mark></figure>",chart,,,,,,
https://www.sec.gov/Archives/edgar/data/1642896/000119312521348620/,Samsara Inc.,cm_large_customers_period_end,,,452,452,other,2019-03-01 to 2020-02-01,,<mark>452</mark>,text,,,,2019-03-01,2020-02-01,
https://www.sec.gov/Archives/edgar/data/1642896/000119312521348620/,Samsara Inc.,cm_large_customers_period_end,,,255,255,other,2019-03-01 to 2020-02-01,,<mark>255</mark>,text,,,,2019-03-01,2020-02-01,
https://www.sec.gov/Archives/edgar/data/1642896/000119312521348620/,Samsara Inc.,cm_large_customers_period_end,,,390,390,other,2019-03-01 to 2020-02-01,,<mark>390</mark>,text,,,,2019-03-01,2020-02-01,
https://www.sec.gov/Archives/edgar/data/1642896/000119312521348620/,Samsara Inc.,cm_large_customers_period_end,,,715,715,other,2019-03-01 to 2020-02-01,,<mark>715</mark>,text,,,,2019-03-01,2020-02-01,
https://www.sec.gov/Archives/edgar/data/1642896/000119312521348620/,Samsara Inc.,cm_large_customers_period_end,,,715,715,other,2021-10-30,,<mark>715</mark>,text,,,,2021-10-30,2021-10-30,
https://www.sec.gov/Archives/edgar/data/1642896/000119312521348620/d261594ds1a.htm,Samsara Inc.,cm_net_revenue_retention,,115%,115%,115.0,%,30-Oct-21,,115%,text,,,medium,,2021-10-30,
https://www.sec.gov/Archives/edgar/data/1642896/000119312521348620/d261594ds1a.htm,Samsara Inc.,cm_revenue_concentration,,44%,44%,44.0,%,30-Oct-21,,44%,text,,,medium,,2021-10-30,
https://www.sec.gov/Archives/edgar/data/1642896/000119312521348620/d261594ds1a.htm,Samsara Inc.,cm_revenue_concentration,,"Number of Customers Over $100,000 in ARR255",255,255.0,other,,,"Number of Customers Over $100,000 in ARR255",chart,,,hard,,,
https://www.sec.gov/Archives/edgar/data/1642896/000119312521348620/d261594ds1a.htm,Samsara Inc.,cm_revenue_concentration,,"Number of Customers Over $100,000 in ARR452",452,452.0,other,,,"Number of Customers Over $100,000 in ARR452",chart,,,hard,,,
https://www.sec.gov/Archives/edgar/data/1642896/000119312521348620/d261594ds1a.htm,Samsara Inc.,cm_revenue_concentration,,"Number of Customers Over $100,000 in ARR390",390,390.0,other,,,"Number of Customers Over $100,000 in ARR390",chart,,,hard,,,
https://www.sec.gov/Archives/edgar/data/1642896/000119312521348620/d261594ds1a.htm,Samsara Inc.,cm_revenue_concentration,,"Number of Customers Over $100,000 in ARR715",715,715.0,other,,,"Number of Customers Over $100,000 in ARR715",chart,,,hard,,,
https://www.sec.gov/Archives/edgar/data/1764925/000162828019007428/slacks-1a3.htm,Slack Technologies,cm_arr,,"annual recurring revenue, or ARR, of each cohort over the periods presented,", chart , chart ,,31-Jan-19,"annual recurring revenue, or ARR, of each cohort over the periods presented, with each cohort representing Paid Customers who made their first purchase from us in a given fiscal year. For example, the fiscal year 2015 cohort represents all Paid Customers that purchased their first subscription from us during the fiscal year 2015","<div style=""line-height:120%;padding-bottom:12px;text-align:center;""><img src=""mdaa2.jpg"" alt=""mdaa2.jpg"" style=""height:309px;width:493px;""></div>",chart,,,,,,
https://www.sec.gov/Archives/edgar/data/1764925/000162828019007428/slacks-1a3.htm,Slack Technologies,cm_daily_active_users,,daily active users,,,,,users who either created or consumed content in a given 24-hour period on either a free or paid subscription plan,We define daily active users as users who either created or consumed content in a given 24-hour period on either a free or paid subscription plan.,,x,,,,,G001:primary
https://www.sec.gov/Archives/edgar/data/1764925/000162828019007428/slacks-1a3.htm,Slack Technologies,,cm_customer,organization,,,,,"a separate entity, such as a company, educational or government institution, or distinct business unit of a company, that is on a subscription plan, whether free or paid.","We define an organization on Slack as a separate entity, such as a company, educational or government institution, or distinct business unit of a company, that is on a subscription plan, whether free or paid.",,x,,,,,G002:primary
https://www.sec.gov/Archives/edgar/data/1764925/000162828019007428/slacks-1a3.htm,Slack Technologies,,cm_customer,paid customer,,,,,an organization with three or more users on a paid subscription plan,"Once an organization has three or more users on a paid subscription plan, we count them as a Paid Customer.",,x,,,,,G002:dup
https://www.sec.gov/Archives/edgar/data/1764925/000162828019007428/slacks-1a3.htm,Slack Technologies,cm_daily_active_users,,daily active users, 10 ," 10,000,000 ",user,"three months ended January 31, 2019",,"Our user base has grown rapidly since our launch in 2014. During the three months ended January 31, 2019, our daily active users exceeded 10 million. As of January 31, 2019, Slack had more than 600,000 organizations with three or more users, comprised of:",,,,,,,G003:primary
https://www.sec.gov/Archives/edgar/data/1764925/000162828019007428/slacks-1a3.htm,Slack Technologies,cm_customers_period_end,,organizations on our Free subscription plan," 500,000 "," 500,000 ",customers,31-Jan-19,an organization with three or more users on a Free subscription plan,"As of January 31, 2019, Slack had more than 600,000 organizations with three or more users, comprised of:
•
More than 500,000 organizations on our Free subscription plan; and
•
More than 88,000 Paid Customers, including more than 65 companies in the Fortune 100.
As of April 30, 2019, Slack had more than 95,000 Paid Customers",,,,,,,G004:primary
https://www.sec.gov/Archives/edgar/data/1764925/000162828019007428/slacks-1a3.htm,Slack Technologies,cm_customers_period_end,,Paid Customers," 88,000 "," 88,000 ",customers,31-Jan-19,,"As of January 31, 2019, Slack had more than 600,000 organizations with three or more users, comprised of:
•
More than 500,000 organizations on our Free subscription plan; and
•
More than 88,000 Paid Customers, including more than 65 companies in the Fortune 100.
As of April 30, 2019, Slack had more than 95,000 Paid Customers",,,,,,,G005:primary
https://www.sec.gov/Archives/edgar/data/1764925/000162828019007428/slacks-1a3.htm,Slack Technologies,cm_customers_period_end,,Paid Customers," 95,000 "," 95,000 ",customers,30-Apr-19,,"As of January 31, 2019, Slack had more than 600,000 organizations with three or more users, comprised of:
•
More than 500,000 organizations on our Free subscription plan; and
•
More than 88,000 Paid Customers, including more than 65 companies in the Fortune 100.
As of April 30, 2019, Slack had more than 95,000 Paid Customers",,,,,,,G006:primary
https://www.sec.gov/Archives/edgar/data/1764925/000162828019007428/slacks-1a3.htm,Slack Technologies,cm_large_customers_period_end,,"We measure the number of Paid Customers >   $100,000 of annual recurring revenue",,,,,"Paid Customers >   $100,000 of annual recurring revenue, or ARR","We measure the number of Paid Customers >   $100,000 of annual recurring revenue, or ARR, as a gauge of adoption within and expansion into large enterprises.",,x,,,,,
https://www.sec.gov/Archives/edgar/data/1764925/000162828019007428/slacks-1a3.htm,Slack Technologies,cm_large_customers_period_end,,"Paid Customers > $100,000", 575 , 575 ,customers,31-Jan-19,,"As of January 31, 2019, we had 575 Paid Customers >$100,000 of ARR, which accounted for approximately 40% of our revenue in fiscal year 2019 . As of April 30, 2019, we had 645 Paid Customers >$100,000 of ARR, which accounted for approximately 43% of our revenue in the three months ended April 30, 2019 .",,,,,,,G007:primary
https://www.sec.gov/Archives/edgar/data/1764925/000162828019007428/slacks-1a3.htm,Slack Technologies,cm_large_customers_period_end,,"Paid Customers > $100,000", 645 , 645 ,customers,30-Apr-19,,"As of January 31, 2019, we had 575 Paid Customers >$100,000 of ARR, which accounted for approximately 40% of our revenue in fiscal year 2019 . As of April 30, 2019, we had 645 Paid Customers >$100,000 of ARR, which accounted for approximately 43% of our revenue in the three months ended April 30, 2019 .",,,,,,,G008:primary
https://www.sec.gov/Archives/edgar/data/1764925/000162828019007428/slacks-1a3.htm,Slack Technologies,cm_net_revenue_retention,,Net Dollar Retention Rate, 138 , 138 ,percent,30-Apr-19,,"Expansion within organizations on Slack is a significant contributor to our growth. We measure the rate of expansion within our Paid Customer base, both sales-driven and through organic growth, by Net Dollar Retention Rate. Our Net Dollar Retention Rate was 138% as of April 30, 2019. ",,,,,,,G009:primary
https://www.sec.gov/Archives/edgar/data/1764925/000162828019007428/slacks-1a3.htm,Slack Technologies,cm_customers_period_end,,Paid Customers," 37,000 "," 37,000 ",customers,31-Jan-17,,"<div style=""line-height:120%;padding-bottom:12px;padding-top:0px;text-align:justify;font-size:10pt;""><div style=""padding-left:0px;text-indent:0px;line-height:normal;padding-top:10px;""> <table cellpadding=""0"" cellspacing=""0"" style=""font-family:Times New Roman;font-size:10pt;width:100%;border-collapse:collapse;text-align:left;""><tbody><tr><td colspan=""15""></td></tr><tr><td style=""width:36%;""></td><td style=""width:11%;""></td><td style=""width:1%;""></td><td style=""width:1%;""></td><td style=""width:11%;""></td><td style=""width:1%;""></td><td style=""width:1%;""></td><td style=""width:11%;""></td><td style=""width:1%;""></td><td style=""width:1%;""></td><td style=""width:11%;""></td><td style=""width:1%;""></td><td style=""width:1%;""></td><td style=""width:11%;""></td><td style=""width:1%;""></td></tr><tr><td style=""vertical-align:bottom;padding-left:2px;padding-top:2px;padding-bottom:2px;padding-right:2px;""><div style=""overflow:hidden;font-size:10pt;""><font style=""font-family:inherit;font-size:10pt;"">&nbsp;</font></div></td><td colspan=""8"" style=""vertical-align:bottom;border-bottom:1px solid #000000;padding-left:2px;padding-top:2px;padding-bottom:2px;""><div style=""text-align:center;font-size:8pt;""><font style=""font-family:inherit;font-size:8pt;font-weight:bold;"">As of January 31,</font></div></td><td style=""vertical-align:bottom;padding-left:2px;padding-top:2px;padding-bottom:2px;padding-right:2px;""><div style=""overflow:hidden;font-size:10pt;""><font style=""font-family:inherit;font-size:10pt;"">&nbsp;</font></div></td><td colspan=""5"" style=""vertical-align:bottom;border-bottom:1px solid #000000;padding-left:2px;padding-top:2px;padding-bottom:2px;""><div style=""text-align:center;font-size:8pt;""><font style=""font-family:inherit;font-size:8pt;font-weight:bold;"">As of April 30,</font></div></td></tr><tr><td style=""vertical-align:bottom;padding-left:2px;padding-top:2px;padding-bottom:2px;padding-right:2px;""><div style=""overflow:hidden;font-size:10pt;""><font style=""font-family:inherit;font-size:10pt;"">&nbsp;</font></div></td><td colspan=""2"" style=""vertical-align:bottom;border-bottom:1px solid #000000;padding-left:2px;padding-top:2px;padding-bottom:2px;padding-right:2px;""><div style=""text-align:center;font-size:8pt;""><font style=""font-family:inherit;font-size:8pt;font-weight:bold;"">2017</font></div></td><td style=""vertical-align:bottom;padding-left:2px;padding-top:2px;padding-bottom:2px;padding-right:2px;""><div style=""overflow:hidden;font-size:10pt;""><font style=""font-family:inherit;font-size:10pt;"">&nbsp;</font></div></td><td colspan=""2"" style=""vertical-align:bottom;border-bottom:1px solid #000000;padding-left:2px;padding-top:2px;padding-bottom:2px;padding-right:2px;""><div style=""text-align:center;font-size:8pt;""><font style=""font-family:inherit;font-size:8pt;font-weight:bold;"">2018</font></div></td><td style=""vertical-align:bottom;padding-left:2px;padding-top:2px;padding-bottom:2px;padding-right:2px;""><div style=""overflow:hidden;font-size:10pt;""><font style=""font-family:inherit;font-size:10pt;"">&nbsp;</font></div></td><td colspan=""2"" style=""vertical-align:bottom;border-bottom:1px solid #000000;padding-left:2px;padding-top:2px;padding-bottom:2px;padding-right:2px;border-top:1px solid #000000;""><div style=""text-align:center;font-size:8pt;""><font style=""font-family:inherit;font-size:8pt;font-weight:bold;"">2019</font></div></td><td style=""vertical-align:bottom;padding-left:2px;padding-top:2px;padding-bottom:2px;padding-right:2px;""><div style=""overflow:hidden;font-size:10pt;""><font style=""font-family:inherit;font-size:10pt;"">&nbsp;</font></div></td><td colspan=""2"" style=""vertical-align:bottom;border-bottom:1px solid #000000;padding-left:2px;padding-top:2px;padding-bottom:2px;padding-right:2px;""><div style=""text-align:center;font-size:8pt;""><font style=""font-family:inherit;font-size:8pt;font-weight:bold;"">2018</font></div></td><td style=""vertical-align:bottom;padding-left:2px;padding-top:2px;padding-bottom:2px;padding-right:2px;""><div style=""overflow:hidden;font-size:10pt;""><font style=""font-family:inherit;font-size:10pt;"">&nbsp;</font></div></td><td colspan=""2"" style=""vertical-align:bottom;border-bottom:1px solid #000000;padding-left:2px;padding-top:2px;padding-bottom:2px;padding-right:2px;border-top:1px solid #000000;""><div style=""text-align:center;font-size:8pt;""><font style=""font-family:inherit;font-size:8pt;font-weight:bold;"">2019</font></div></td></tr><tr><td style=""vertical-align:bottom;background-color:#cceeff;padding-left:2px;padding-top:2px;padding-bottom:2px;padding-right:2px;""><div style=""text-align:left;font-size:10pt;""><font style=""font-family:inherit;font-size:10pt;"">Paid Customers</font></div></td><td style=""vertical-align:bottom;background-color:#cceeff;padding-left:2px;padding-top:2px;padding-bottom:2px;""><div style=""text-align:right;font-size:10pt;""><font style=""font-family:inherit;font-size:10pt;"">37,000</font></div></td><td style=""vertical-align:bottom;background-color:#cceeff;""><div style=""text-align:left;font-size:10pt;""><font style=""font-family:inherit;font-size:10pt;""><br></font></div></td><td style=""vertical-align:bottom;background-color:#cceeff;padding-left:2px;padding-top:2px;padding-bottom:2px;padding-right:2px;""><div style=""overflow:hidden;font-size:10pt;""><font style=""font-family:inherit;font-size:10pt;"">&nbsp;</font></div></td><td style=""vertical-align:bottom;background-color:#cceeff;padding-left:2px;padding-top:2px;padding-bottom:2px;""><div style=""text-align:right;font-size:10pt;""><font style=""font-family:inherit;font-size:10pt;"">59,000</font></div></td><td style=""vertical-align:bottom;background-color:#cceeff;""><div style=""text-align:left;font-size:10pt;""><font style=""font-family:inherit;font-size:10pt;""><br></font></div></td><td style=""vertical-align:bottom;background-color:#cceeff;padding-left:2px;padding-top:2px;padding-bottom:2px;padding-right:2px;""><div style=""overflow:hidden;font-size:10pt;""><font style=""font-family:inherit;font-size:10pt;"">&nbsp;</font></div></td><td style=""vertical-align:bottom;background-color:#cceeff;padding-left:2px;padding-top:2px;padding-bottom:2px;""><div style=""text-align:right;font-size:10pt;""><font style=""font-family:inherit;font-size:10pt;"">88,000</font></div></td><td style=""vertical-align:bottom;background-color:#cceeff;""><div style=""text-align:left;font-size:10pt;""><font style=""font-family:inherit;font-size:10pt;""><br></font></div></td><td style=""vertical-align:bottom;background-color:#cceeff;padding-left:2px;padding-top:2px;padding-bottom:2px;padding-right:2px;""><div style=""overflow:hidden;font-size:10pt;""><font style=""font-family:inherit;font-size:10pt;"">&nbsp;</font></div></td><td style=""vertical-align:bottom;background-color:#cceeff;padding-left:2px;padding-top:2px;padding-bottom:2px;border-top:1px solid #000000;""><div style=""text-align:right;font-size:10pt;""><font style=""font-family:inherit;font-size:10pt;"">67,000</font></div></td><td style=""vertical-align:bottom;background-color:#cceeff;border-top:1px solid #000000;""><div style=""text-align:left;font-size:10pt;""><font style=""font-family:inherit;font-size:10pt;""><br></font></div></td><td style=""vertical-align:bottom;background-color:#cceeff;padding-left:2px;padding-top:2px;padding-bottom:2px;padding-right:2px;""><div style=""overflow:hidden;font-size:10pt;""><font style=""font-family:inherit;font-size:10pt;"">&nbsp;</font></div></td><td style=""vertical-align:bottom;background-color:#cceeff;padding-left:2px;padding-top:2px;padding-bottom:2px;""><div style=""text-align:right;font-size:10pt;""><font style=""font-family:inherit;font-size:10pt;"">95,000</font></div></td><td style=""vertical-align:bottom;background-color:#cceeff;""><div style=""text-align:left;font-size:10pt;""><font style=""font-family:inherit;font-size:10pt;""><br></font></div></td></tr><tr><td style=""vertical-align:bottom;padding-left:2px;padding-top:2px;padding-bottom:2px;padding-right:2px;""><div style=""text-align:left;font-size:10pt;""><font style=""font-family:inherit;font-size:10pt;"">Paid Customers &gt;$100,000</font></div></td><td style=""vertical-align:bottom;padding-left:2px;padding-top:2px;padding-bottom:2px;""><div style=""text-align:right;font-size:10pt;""><font style=""font-family:inherit;font-size:10pt;"">135</font></div></td><td style=""vertical-align:bottom;""><div style=""text-align:left;font-size:10pt;""><font style=""font-family:inherit;font-size:10pt;""><br></font></div></td><td style=""vertical-align:bottom;padding-left:2px;padding-top:2px;padding-bottom:2px;padding-right:2px;""><div style=""overflow:hidden;font-size:10pt;""><font style=""font-family:inherit;font-size:10pt;"">&nbsp;</font></div></td><td style=""vertical-align:bottom;padding-left:2px;padding-top:2px;padding-bottom:2px;""><div style=""text-align:right;font-size:10pt;""><font style=""font-family:inherit;font-size:10pt;"">298</font></div></td><td style=""vertical-align:bottom;""><div style=""text-align:left;font-size:10pt;""><font style=""font-family:inherit;font-size:10pt;""><br></font></div></td><td style=""vertical-align:bottom;padding-left:2px;padding-top:2px;padding-bottom:2px;padding-right:2px;""><div style=""overflow:hidden;font-size:10pt;""><font style=""font-family:inherit;font-size:10pt;"">&nbsp;</font></div></td><td style=""vertical-align:bottom;padding-left:2px;padding-top:2px;padding-bottom:2px;""><div style=""text-align:right;font-size:10pt;""><font style=""font-family:inherit;font-size:10pt;"">575</font></div></td><td style=""vertical-align:bottom;""><div style=""text-align:left;font-size:10pt;""><font style=""font-family:inherit;font-size:10pt;""><br></font></div></td><td style=""vertical-align:bottom;padding-left:2px;padding-top:2px;padding-bottom:2px;padding-right:2px;""><div style=""overflow:hidden;font-size:10pt;""><font style=""font-family:inherit;font-size:10pt;"">&nbsp;</font></div></td><td style=""vertical-align:bottom;padding-left:2px;padding-top:2px;padding-bottom:2px;""><div style=""text-align:right;font-size:10pt;""><font style=""font-family:inherit;font-size:10pt;"">351</font></div></td><td style=""vertical-align:bottom;""><div style=""text-align:left;font-size:10pt;""><font style=""font-family:inherit;font-size:10pt;""><br></font></div></td><td style=""vertical-align:bottom;padding-left:2px;padding-top:2px;padding-bottom:2px;padding-right:2px;""><div style=""overflow:hidden;font-size:10pt;""><font style=""font-family:inherit;font-size:10pt;"">&nbsp;</font></div></td><td style=""vertical-align:bottom;padding-left:2px;padding-top:2px;padding-bottom:2px;""><div style=""text-align:right;font-size:10pt;""><font style=""font-family:inherit;font-size:10pt;"">645</font></div></td><td style=""vertical-align:bottom;""><div style=""text-align:left;font-size:10pt;""><font style=""font-family:inherit;font-size:10pt;""><br></font></div></td></tr><tr><td style=""vertical-align:bottom;background-color:#cceeff;padding-left:2px;padding-top:2px;padding-bottom:2px;padding-right:2px;""><div style=""text-align:left;font-size:10pt;""><font style=""font-family:inherit;font-size:10pt;"">Net Dollar Retention Rate</font></div></td><td style=""vertical-align:bottom;background-color:#cceeff;padding-left:2px;padding-top:2px;padding-bottom:2px;""><div style=""text-align:right;font-size:10pt;""><font style=""font-family:inherit;font-size:10pt;"">171</font></div></td><td style=""vertical-align:bottom;background-color:#cceeff;padding-right:2px;padding-top:2px;padding-bottom:2px;""><div style=""text-align:left;font-size:10pt;""><font style=""font-family:inherit;font-size:10pt;"">%</font></div></td><td style=""vertical-align:bottom;background-color:#cceeff;padding-left:2px;padding-top:2px;padding-bottom:2px;padding-right:2px;""><div style=""overflow:hidden;font-size:10pt;""><font style=""font-family:inherit;font-size:10pt;"">&nbsp;</font></div></td><td style=""vertical-align:bottom;background-color:#cceeff;padding-left:2px;padding-top:2px;padding-bottom:2px;""><div style=""text-align:right;font-size:10pt;""><font style=""font-family:inherit;font-size:10pt;"">152</font></div></td><td style=""vertical-align:bottom;background-color:#cceeff;padding-right:2px;padding-top:2px;padding-bottom:2px;""><div style=""text-align:left;font-size:10pt;""><font style=""font-family:inherit;font-size:10pt;"">%</font></div></td><td style=""vertical-align:bottom;background-color:#cceeff;padding-left:2px;padding-top:2px;padding-bottom:2px;padding-right:2px;""><div style=""overflow:hidden;font-size:10pt;""><font style=""font-family:inherit;font-size:10pt;"">&nbsp;</font></div></td><td style=""vertical-align:bottom;background-color:#cceeff;padding-left:2px;padding-top:2px;padding-bottom:2px;""><div style=""text-align:right;font-size:10pt;""><font style=""font-family:inherit;font-size:10pt;"">143</font></div></td><td style=""vertical-align:bottom;background-color:#cceeff;padding-right:2px;padding-top:2px;padding-bottom:2px;""><div style=""text-align:left;font-size:10pt;""><font style=""font-family:inherit;font-size:10pt;"">%</font></div></td><td style=""vertical-align:bottom;background-color:#cceeff;padding-left:2px;padding-top:2px;padding-bottom:2px;padding-right:2px;""><div style=""overflow:hidden;font-size:10pt;""><font style=""font-family:inherit;font-size:10pt;"">&nbsp;</font></div></td><td style=""vertical-align:bottom;background-color:#cceeff;padding-left:2px;padding-top:2px;padding-bottom:2px;""><div style=""text-align:right;font-size:10pt;""><font style=""font-family:inherit;font-size:10pt;"">149</font></div></td><td style=""vertical-align:bottom;background-color:#cceeff;padding-right:2px;padding-top:2px;padding-bottom:2px;""><div style=""text-align:left;font-size:10pt;""><font style=""font-family:inherit;font-size:10pt;"">%</font></div></td><td style=""vertical-align:bottom;background-color:#cceeff;padding-left:2px;padding-top:2px;padding-bottom:2px;padding-right:2px;""><div style=""overflow:hidden;font-size:10pt;""><font style=""font-family:inherit;font-size:10pt;"">&nbsp;</font></div></td><td style=""vertical-align:bottom;background-color:#cceeff;padding-left:2px;padding-top:2px;padding-bottom:2px;""><div style=""text-align:right;font-size:10pt;""><font style=""font-family:inherit;font-size:10pt;"">138</font></div></td><td style=""vertical-align:bottom;background-color:#cceeff;padding-right:2px;padding-top:2px;padding-bottom:2px;""><div style=""text-align:left;font-size:10pt;""><font style=""font-family:inherit;font-size:10pt;"">%</font></div></td></tr></tbody></table> </div></div>",,,,,,,
